,0,1
0,0.35072,1.5901729974435908
1,0.35355,1.5281193133744195
2,0.35638,1.1080968377764335
3,0.35921,1.0547774030052668
4,0.36204,0.9885940975350758
5,0.36487,1.0669400862415634
6,0.3677,1.0768405989567305
7,0.37053,1.0273869621492218
8,0.37336,0.9694054093522111
9,0.37619,0.9676582772548381
10,0.37902,1.0298277156389797
11,0.38185,1.0849958041494305
12,0.38468,1.0053754398609078
13,0.38752,0.9854691774206403
14,0.39035,1.0340672911758244
15,0.39318,1.0099288844914391
16,0.39601,1.0178983857479498
17,0.39884,1.0445652939094112
18,0.40167,1.0837502958302339
19,0.4045,1.1101787218057504
20,0.40733,1.0677789055721234
21,0.41017,1.006963669046604
22,0.413,1.009960743507374
23,0.41583,1.0447248661143658
24,0.41866,1.03681751957259
25,0.42149,1.0256204707837615
26,0.42432,1.0386251376681328
27,0.42715,1.0107782038616622
28,0.42999,0.982611965119747
29,0.43282,1.0078131165074855
30,0.43565,0.9910040942066495
31,0.43848,0.995575789527859
32,0.44131,0.9858126316825004
33,0.44415,0.964131545892254
34,0.44698,0.9861891038702811
35,0.44981,0.9883820642644308
36,0.45264,0.9923660078438216
37,0.45548,0.9991607632760136
38,0.45831,0.9796984786536346
39,0.46114,0.992406513737778
40,0.46397,0.9978428564554657
41,0.4668,1.0174246454356193
42,0.46964,1.0181756694203268
43,0.47247,1.0119517057739407
44,0.4753,1.0119483101191606
45,0.47814,0.9888308790495876
46,0.48097,0.974488360088598
47,0.4838,0.986075762836284
48,0.48663,0.998865070289683
49,0.48947,0.9910673904891488
50,0.4923,1.0108357730840907
51,0.49513,1.0138856211874447
52,0.49797,0.9921686684820881
53,0.5008,0.9808600462162846
54,0.50363,0.9998718282730436
55,0.50647,0.9930926436157818
56,0.5093,1.0007965551223377
57,0.51213,0.9902651422875691
58,0.51497,0.9939340688711471
59,0.5178,0.9839739266614557
60,0.52063,1.0215705791520204
61,0.52347,1.0295608408049837
62,0.5263,1.0124345623810127
63,0.52913,1.0068980196472346
64,0.53197,0.9946580094241115
65,0.5348,0.9969456250819844
66,0.53764,0.976217779502602
67,0.54047,0.9833385878986665
68,0.5433,0.9802809379832997
69,0.54614,0.9923210969950613
70,0.54897,0.9943609795746675
71,0.55181,0.9965266686998506
72,0.55464,0.9868544768539723
73,0.55747,0.973435882200562
74,0.56031,0.9726626480967728
75,0.56314,0.9875147638609867
76,0.56598,0.9937678183615694
77,0.56881,0.9792689929054679
78,0.57165,0.9732077637626221
79,0.57448,0.974804170269717
80,0.57732,0.9888817642684548
81,0.58015,0.9876099414908938
82,0.58299,0.9828267753566438
83,0.58582,0.980131354850843
84,0.58866,0.9659742947921539
85,0.59149,0.9723087950300731
86,0.59433,0.9755375106108095
87,0.59716,0.9882405443080399
88,0.6,1.0000733188867095
89,0.60283,1.0001752780175148
90,0.60567,0.9964017739794175
91,0.6085,1.0021843196563116
92,0.61134,1.02597785471309
